Content;Author;Date;Language;Location;Number of Likes;Number of Retweets;In Reply To;Author Name;Author Description;Author Tweets Count;Author Following Count;Author Followers Count;Author Listed Count;Author Verified;Longitude;Latitude
"Sejumlah pengungsi korban gempa di Kabupaten Cianjur yang masih mendiami tenda-tenda terindikasi mengalami gangguan mental emosional. Bahkan, angka persentase penderitanya relatif cukup tinggi.

#MedcomID 

 https://t.co/CFINXeSfC4 via @medcom_id";@medcom_id;18/12/2022 11:09;in;;0;0;;medcom_id;https://t.co/HgJ9GzPiao is part of Media Group Network, a leader in multi-platform news and information. #CekDuluMedcom  #MudaMemilahMemilih;3581580;440;429940;800;TRUE;;
"#FPIJawaBarat

MPI FPI Jabar Gelar Trauma Healing untuk Anak-anak Korban Gempa Cianjur di Cugenang (18/12/2022) https://t.co/3nWkNFP3eD";@hero212142;18/12/2022 10:58;in;;10;0;;Hero212;Amar Ma'ruf Nahi Munkar;23060;16280;15300;0;FALSE;;
14 Desember 2022. Yayasan SD ASIH MULIA LAKSANA Serahkan donasi Bantuan untuk korban gempa Cianjur @ Cianjur - Jawabarat - Indonesia https://t.co/u6cMy30xCo;@Alhiday23203783;18/12/2022 10:55;in;;0;0;;Alhidayah;laki-laki;16720;1630;430;0;FALSE;;
"Terimakasih untuk para donatur, dan semua pihak yg terlibat dlm kegiatan peduli gempa Cianjur. Semoga Allah SWT senantiasa membalasnya dg keberkahan &amp; imbalan pahala, Aamiin 🤲 kami dri Ikatan Alumni Lintas Angkatan SMAN 96 (17122022)
#peduligempacianjur https://t.co/uGxWi6SLAL https://t.co/RbjtXATxon";@anaslyamardhia;18/12/2022 10:36;in;;0;0;;mom Anas;keep pray and ikhtiar 🙏;32430;3330;950;0;FALSE;;
Bantuan Kalimantan Selatan Telah Diterima Korban Gempa Cianjur https://t.co/tihDp3fz9n;@Katajaricom;18/12/2022 10:09;in;;0;0;;Katajari;Perusahaan Media/Berita;8970;30;10;0;FALSE;;
Peduli Korban Gempa Cianjur, Rutan Cipinang Kemenkumham DKI Jakarta Ikuti Kegiatan Kumham Peduli Cianjur https://t.co/GOcgSZYCRe;@BigNews244;18/12/2022 09:40;in;;0;0;;Big News;"Big News Portal Berita
yang mengabarkan Berbagai berita Politik,Olahraga,Sosial dan Lainnya
https://t.co/jSQv3NhjWv";8660;70;0;0;FALSE;;
"Ganjar kirim bantuan senilai RP 1,87 Miliar untuk korban Gempa Cianjur
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#GanjarPilihanJokowi
#ganjarpranowofor2024
#GanjarPilihanRakyat
#GanjarHebat
#GanjarAmanah
#GanjarBertanggungjawab https://t.co/kIAn7Ru86K";@ahonk_deny;18/12/2022 09:33;in;ID;0;0;@ahonk_deny;Ahonk;;6750;8260;2400;0;FALSE;;
Jalankan instruksi Ketum bantu korban gempa Cianjur https://t.co/sFEFz11o2F #AHYPimpinPerubahan;@wanmohguntar;18/12/2022 09:12;in;;0;0;;Wan M Guntar S Baros;;168530;8400;5850;60;FALSE;;
Paska gempa Cianjur hari ke 27 back camp pengungsian demi orang tua yg sdh sepuh ,sing cager dan panjang umur 🤲😍😭 https://t.co/VIpq64eOqT;@0706Fpaw;18/12/2022 08:25;in;;0;0;;@fpaw_0706;teruslah berbuat baik hingga akhir hayat 🇲🇨❤️;540;150;10;0;FALSE;;
Kemensos Salurkan Bantuan Tunai Bagi 30 Anak Yatim Piatu Paska Gempa Cianjur https://t.co/zIiwyIG660;@WartaEkonomi;18/12/2022 08:20;in;;0;0;;Warta Ekonomi;Official Twitter Account of Warta Ekonomi Magazine & Online | https://t.co/mHgbutZlEq | Contact : wartaekonominews@gmail.com;4284500;22380;311570;1500;FALSE;;
"BIN Sangat Cepat Dan Tanggap Bangun Posko Kemanusiaan Untuk Korban Gempa 
Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/4Euxry7aGh";@sisigelap404;18/12/2022 08:17;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
"BIN Menggelar Pendidikan Agama Islam Untuk Anak Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/IcVNk97S4P";@sisigelap404;18/12/2022 08:17;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
"Pendidikan Trauma Healing Di Lakukan Oleh Oleh BIN Untuk Anak Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/xcECzZvAQ9";@sisigelap404;18/12/2022 08:17;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
"Apresiasi Dengan BIN Melakukan Kegiatan Untuk Menghilangkan Trauma Pada Anak Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/g1LVqbVU4W";@sisigelap404;18/12/2022 08:17;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
"Penyerahan Bantian Dari Serikat Buruh SPN Kota Bogor Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/Uu2guTZzTF";@sisigelap404;18/12/2022 08:16;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
"BIN Sangat Cepat Dalam Melakukan Penyaluran Bantuan Terhadap Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/erZjpUdYM8";@sisigelap404;18/12/2022 08:16;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
"Terimakasih BIN telah memberikan bantuan kepada korban bencana gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/17VWk2ut1z";@sisigelap404;18/12/2022 08:15;in;;0;0;;Sisi Gelap;;9120;600;220;0;FALSE;;
Semoga UAS mau bljr sm Gus Baha, gempa Cianjur kemaren kita berhutang budi sama Anjing, karena banyak korban yg ditemukan karena bantuan anjing pelacak. Hanya Anjing yg memiliki penciuman paling tajam, bisa membedakan bahan peledak, bom, bahkan narkoba... https://t.co/BI3oEBINGH;@wiratno_se;18/12/2022 08:14;in;;0;0;;wiratno;Penggiat IT, Consultan ,Pekerja  Sosial, Aktivis Kerukunan Umat Beragama (https://t.co/NZRLIRLqcN);53680;119030;117350;10;FALSE;;
Trauma, Puluhan Keluarga Korban Gempa Cianjur Mengungsi ke Garut https://t.co/7fMtkDGUgM;@rihanaaas;18/12/2022 08:13;in;;0;40;;rihanaaas;;141410;20;30;0;FALSE;;
Trauma, Puluhan Keluarga Korban Gempa Cianjur Mengungsi ke Garut https://t.co/XEfnS0h6aE;@YuriEndah;18/12/2022 08:13;in;;0;30;;yuri endah;;125540;20;30;0;FALSE;;
Trauma, Puluhan Keluarga Korban Gempa Cianjur Mengungsi ke Garut https://t.co/6bUkn4LZbI;@De_Liput;18/12/2022 08:13;in;;0;40;;Kabar Nuswantara;menyajikan ragam informasi dari berbagai daerah;155920;280;1590;0;FALSE;;
https://t.co/LDNWUJ4cqK BIN untuk korban gempa cianjur #BINResponCepatBencanaAlam;@eejayDeedeeee;18/12/2022 08:12;in;;0;0;;ejayyy dede;"BERSAMA KITA BISA
INDONESIA MAJU";5320;530;550;0;FALSE;;
Respon cepat BIN salurkan bantuan untuk korban Gempa Cianjur memang terbaik #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/TTTfjWngDF;@geraldonee;18/12/2022 08:08;in;;0;10;;Anya;;1640;160;40;0;FALSE;;
Reyog Ponorogo Peduli Bencana Gempa Cianjur https://t.co/9OpaYdymkf;@Barita_62;18/12/2022 08:06;in;;0;0;;monitorjakarta;"AKUN INI SEBAGAI MEDIA  BERBAGI 
INFORMASI  SEKITAR KITA";231900;43390;43200;40;FALSE;;
"Situs Gunung Padang Sepi Akibat Gempa Cianjur. Begini Riwayat Sampai Pesona Daya Tariknya https://t.co/vYF1t8OrsH
#gunungpadang
#cianjur";@Wulanda23938934;18/12/2022 08:02;in;;0;0;;Wulandari;Blogger;1740;3490;820;0;FALSE;;
"Bantuan utk korban gempa Cianjur yg rumahnya rusak berat Rp 50 juta. Subsidi pemerintah untuk  mobil listrik Rp 80 juta. Korban gempa mayoritas rakyat miskin dapatnya lebih sedikit drpd org kaya yg beli mobil listrik 🤔🤔

Ngaji Terakhir Pelafal Quran https://t.co/nYihI4Eb3l";@NoorMuzani;18/12/2022 07:59;in;;0;0;;muzani noor;jangan cari masalah karena hidup utk nyelesain masalah;39540;660;60;0;FALSE;;
"Wah terbaik banget nih, Puluhan Prajurit Yonif R 300/Bjw Diterjunkan Bersihkan Puing Bangunan Pasca Gempa Cianjur

@Ngopibareng_DAR 

KSAD Jenderal Dudung Abdurachman
Angkatan Darat Di Hati Rakyat
Tulus Utamakan Rakyat https://t.co/OUw502cRhI";@NurmayaniRini;18/12/2022 07:57;in;;0;0;;Rini nurmayani;;490;230;190;0;FALSE;;
Reyog Ponorogo Peduli Bencana Gempa Cianjur https://t.co/abToDgcdAP;@Pelanginews;18/12/2022 07:52;in;;0;0;;Pelanginews.com;Gunakan Hati Nurani;277740;82670;105890;40;FALSE;;
LAZISNU se-Jawa Timur serahkan bantuan untuk warga terdampak gempa Cianjur senilai Rp615 Juta. https://t.co/V79fXgmcN1;@nu_online;18/12/2022 07:45;in;;70;0;;NU Online;Official Media of Nahdlatul Ulama | email: redaksi@nu.or.id | https://t.co/chYpwDc3eH;2452200;4670;8462640;4130;TRUE;;
"[REKAP DANA DONASI DAN DOKUMENTASI KORBAN GEMPA CIANJUR]

Halo sobat TC!

Pengen tau dengan hasil amal dan pengeluaran yang kita salurkan melalui Gerakan Menyumbang?
Kepo dengan keseruan kegiatannya? https://t.co/Ic4xD6vpSU";@hmtc_its;18/12/2022 07:34;in;;0;0;;HMTC ITS;Official Account of HMTC ITS | Line: @hmtc_its | IG: @hmtc_its | FB: /HMTCFTEIC | Youtube: bluepresshmtc | Issuu: medfohmtc;164720;870;41410;160;FALSE;;
"Tahukah #SaudaraSebangsa?
Sebanyak 8.316 paket dana bantuan untuk perbaikan/pembangunan rumah korban gempa Cianjur mulai dibagikan. 
Ada 16.745 paket lainnya yang sedang diurus ke Kementerian Keuangan.
https://t.co/qFZiZmsyXC";@indonesiago_id;18/12/2022 07:31;in;;0;0;;Portal Informasi Indonesia;Official Account https://t.co/aoZuh04scr;30460;610;6090;30;FALSE;;
"Kabid Humas Polda Jabar : Polri Recovery Pembersihan Puing - Puing Reruntuhan Bangunan Pasca Gempa Cianjur  

Polri melaksanakan kegiatan pembersihan puing puing reruntuhan rumah sebanyak 16 titik. https://t.co/QWmVOy601T";@HumasPolsekKot9;18/12/2022 07:22;in;;0;0;;𝙃𝙪𝙢𝙖𝙨𝙋𝙤𝙡𝙨𝙚𝙠𝙆𝙤𝙩𝙖𝙗𝙖𝙧𝙪;;48750;100;0;0;FALSE;;
KABID HUMAS POLDA JABAR : POLRI BERPERAN AKTIF DALAM PENDISTIRBUSIAN BANTUAN SOSIAL KEPADA PARA KORBAN GEMPA CIANJUR https://t.co/UU2XBbpNxq;@HumasPolsekKot9;18/12/2022 07:22;in;;0;0;;𝙃𝙪𝙢𝙖𝙨𝙋𝙤𝙡𝙨𝙚𝙠𝙆𝙤𝙩𝙖𝙗𝙖𝙧𝙪;;48750;100;0;0;FALSE;;
Gresik Terbesar, Donasi LAZISNU Jatim Peduli Gempa Cianjur Rp 615 Juta https://t.co/1V4Knejgx5;@jawapos;18/12/2022 07:20;in;;10;0;;Jawa Pos;Akun Twitter resmi Jawa Pos Media | Jawa Pos,  Selalu Ada yang Baru.;10470610;2670;5160840;4880;TRUE;;
"Semangat dan mental korban gempa Cianjur terus berusaha untuk dipulihkan oleh tim trauma healing BIN
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/uhuKZqpKzV";@rosie_gow;18/12/2022 07:16;in;;0;0;;Rosie Gonzalez;;2110;100;30;0;FALSE;;
"tim trauma healing untk bngkitkan semngat dan mental korban gempa cianjur
#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/W4fQQ6CJoj";@bunznie;18/12/2022 07:11;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
Sejumlah Pengungsi Gempa Cianjur Terindikasi Alami Gangguan Mental https://t.co/gY3NFeX44f;@medcom_id;18/12/2022 07:11;in;;0;0;;medcom_id;https://t.co/HgJ9GzPiao is part of Media Group Network, a leader in multi-platform news and information. #CekDuluMedcom  #MudaMemilahMemilih;3581580;440;429940;800;TRUE;;
BIN  bngkitkan semngat dan mental korban gempa cianjur #BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/crcXprgytt;@bunznie;18/12/2022 07:10;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
"Semangat dan mental korban gempa Cianjur terus berusaha untuk dipulihkan oleh tim trauma healing BIN

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/Plh1POKo9T";@citra_deolinda;18/12/2022 07:10;in;ID;0;0;;Citra Deolinda;Nusa Tenggara Barat;3580;20;60;0;FALSE;;
"BIN membantu pulihkan semangat anak-anak korban gempa cianjur.

#BINResponCepatBencanaAlam #BINPeduliKorbanBencana #BINTurutBerdukaGempaCianjur #BINHadirCepatUntukRakyat #BINPeduliSesama https://t.co/wBex9TaXAl";@bunznie;18/12/2022 07:10;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
"Posko BIN Menyalurkan Bantuan Kesehatan Serta Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/EDfyPSJxLE";@ArainaShika;18/12/2022 07:10;in;ID;0;0;;Araina Shika;;810;60;0;0;FALSE;;
"Posko BIN Menyalurkan Bantuan Kesehatan Serta Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/klVHhwJWpY";@ArhadinaS;18/12/2022 07:10;in;ID;0;0;;Arhadina Syahir;;780;50;10;0;FALSE;;
"Posko BIN Menyalurkan Bantuan Kesehatan Serta Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/GeXUrHVx7B";@SatrianaTubagus;18/12/2022 07:10;in;ID;0;0;;Tubagus Satriana;"Crypto Maniac
NFT Collector";830;70;0;0;FALSE;;
"Posko BIN Menyalurkan Bantuan Kesehatan Serta Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/q1vCijUmQs";@DekaDhanu;18/12/2022 07:10;in;ID;0;0;;Deka Dhanu Noverlia;;930;90;0;0;FALSE;;
"Posko BIN Menyalurkan Bantuan Kesehatan Serta Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/ueTW8JNaDx";@AgusTilasnuari;18/12/2022 07:10;in;ID;0;0;;Julius Agus Tilasnuari;;970;50;20;0;FALSE;;
"Posko BIN Menyalurkan Bantuan Kesehatan Serta Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/JTMlgNYSwX";@FariziAsriandan;18/12/2022 07:10;in;ID;0;0;;Farizi Asriandari;;990;50;10;0;FALSE;;
"BIN Terjunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/DdFx1DNR99";@ArainaShika;18/12/2022 07:09;in;ID;0;0;;Araina Shika;;810;60;0;0;FALSE;;
"BIN Terjunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/cdcbuwG7j7";@ArhadinaS;18/12/2022 07:09;in;ID;0;0;;Arhadina Syahir;;780;50;10;0;FALSE;;
"BIN Terjunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/j6Qh0NtDn3";@SatrianaTubagus;18/12/2022 07:09;in;ID;0;0;;Tubagus Satriana;"Crypto Maniac
NFT Collector";830;70;0;0;FALSE;;
"BIN Terjunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/w1h5DroLTM";@DekaDhanu;18/12/2022 07:09;in;ID;0;0;;Deka Dhanu Noverlia;;930;90;0;0;FALSE;;
"BIN Terjunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/VhpTWoPSLL";@AgusTilasnuari;18/12/2022 07:09;in;ID;0;0;;Julius Agus Tilasnuari;;970;50;20;0;FALSE;;
"BIN Terjunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/D4lrwGkorj";@FariziAsriandan;18/12/2022 07:09;in;ID;0;0;;Farizi Asriandari;;990;50;10;0;FALSE;;
"BIN masih terus bergerak membantu korban gempa cianjur.

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/4e95LhnvCT";@bunznie;18/12/2022 07:09;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
"BIN terus bergerak membantu korban dampak gempa cianjur.

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/2M5HXDsXfp";@bunznie;18/12/2022 07:09;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
"Posko Bantuan BIN Membantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/Aho36eot7E";@ArainaShika;18/12/2022 07:08;in;ID;0;0;;Araina Shika;;810;60;0;0;FALSE;;
"Posko Bantuan BIN Membantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/RZyIdzRvCI";@ArhadinaS;18/12/2022 07:08;in;ID;0;0;;Arhadina Syahir;;780;50;10;0;FALSE;;
"Posko Bantuan BIN Membantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/Bvhy1qPHhU";@SatrianaTubagus;18/12/2022 07:08;in;ID;0;0;;Tubagus Satriana;"Crypto Maniac
NFT Collector";830;70;0;0;FALSE;;
"Posko Bantuan BIN Membantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/9TuT3odRtk";@DekaDhanu;18/12/2022 07:08;in;ID;0;0;;Deka Dhanu Noverlia;;930;90;0;0;FALSE;;
"Posko Bantuan BIN Membantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/p0NRbKEjQA";@AgusTilasnuari;18/12/2022 07:08;in;ID;0;0;;Julius Agus Tilasnuari;;970;50;20;0;FALSE;;
"Posko Bantuan BIN Membantu Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/ya8or8nNNK";@FariziAsriandan;18/12/2022 07:08;in;ID;0;0;;Farizi Asriandari;;990;50;10;0;FALSE;;
"BIN memberikan bantuan ke warga trdampak gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/oZA52cWjfR";@bunznie;18/12/2022 07:08;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
"Para korban gempa Cianjur terus berusaha dibantu pulih oleh BIN

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/7859gRaX9j";@citra_deolinda;18/12/2022 07:08;in;ID;0;0;;Citra Deolinda;Nusa Tenggara Barat;3580;20;60;0;FALSE;;
"BIN Turunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/v3485nrDkt";@ArainaShika;18/12/2022 07:08;in;ID;0;0;;Araina Shika;;810;60;0;0;FALSE;;
"BIN Turunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/lsBI6rHjKO";@ArhadinaS;18/12/2022 07:08;in;ID;0;0;;Arhadina Syahir;;780;50;10;0;FALSE;;
"BIN Turunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/oUTeOaM89b";@SatrianaTubagus;18/12/2022 07:08;in;ID;0;0;;Tubagus Satriana;"Crypto Maniac
NFT Collector";830;70;0;0;FALSE;;
"BIN Turunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/1iDkO8aQfg";@DekaDhanu;18/12/2022 07:08;in;ID;0;0;;Deka Dhanu Noverlia;;930;90;0;0;FALSE;;
"BIN Turunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/H8fPHo5GTv";@AgusTilasnuari;18/12/2022 07:08;in;ID;0;0;;Julius Agus Tilasnuari;;970;50;20;0;FALSE;;
"BIN Turunkan Tim Trauma Healing Untuk Korban Gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#BINHadirCepatUntukRakyat
#BINPeduliSesama https://t.co/gOwokJDvMf";@FariziAsriandan;18/12/2022 07:08;in;ID;0;0;;Farizi Asriandari;;990;50;10;0;FALSE;;
"BIN bantu  untuk pulihkan kembali Semangat dan mental korban gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/upYNGlcB7n";@bunznie;18/12/2022 07:08;in;ID;0;0;;𝗕𝗶𝗻𝗮𝘆;𖥻 김제니 : heavenly figure who was pictured in chains of flowers. blessed with the human chanel title that couldnt be duplicated by anyone, 𝐉𝐞𝐧𝐧𝐢𝐞 𝐊𝐢𝐦;89280;22570;23490;0;FALSE;;
"BIN berusaha membangkitkan kembali semangat serta mental korban gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/QyDiwBQEn8";@citra_deolinda;18/12/2022 07:07;in;ID;0;0;;Citra Deolinda;Nusa Tenggara Barat;3580;20;60;0;FALSE;;
"BIN terus bergerak membantu korban gempa Cianjur

#BINResponCepatBencanaAlam
#BINPeduliKorbanBencana
#BINTurutBerdukaGempaCianjur
#GempaCianjur
#GempaBumi
#CianjurBerduka https://t.co/O2bMxEH1gh";@citra_deolinda;18/12/2022 06:58;in;ID;10;0;;Citra Deolinda;Nusa Tenggara Barat;3580;20;60;0;FALSE;;
